"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"5894","SN 2012ac","03:34:33.420","+18:04:40.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2012-02-11 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3023; PositionRef=CBET 3023; Orig Type=Ia]","","",""
"6137","SN 2012Z","03:22:05.350","-15:23:15.61","SN Ia-pec","","NGC 1309        ","","","","","","","","","0","1","","17.6","","2012-01-29 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 3014; PositionRef=CBET 3014; Orig Type=Ia-p]","","",""
"6135","SN 2012X","11:29:20.801","+53:00:41.18","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2012-01-29 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 3011; PositionRef=CBET 3011; Orig Type=Ia]","","",""
"6133","SN 2012V","19:47:10.320","+59:54:59.90","SN Ia","","NGC 6829        ","","","","","","","","","0","1","","16.1","","2012-01-25 00:00:00.000","","[Discoverer=Cortini; DiscoveryRef=CBET 3008; PositionRef=CBET 3008; Orig Type=Ia]","","",""
"6132","SN 2012U","02:06:04.330","-55:11:37.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.9","","2012-01-20 00:00:00.000","","[Discoverer=Marples; DiscoveryRef=CBET 3007; PositionRef=CBET 3007; Orig Type=Ia]","","",""
"6131","SN 2012T","14:01:41.690","+33:49:33.89","SN Ia-pec","","NGC 5421        ","","","","","","","","","0","1","","17.4","","2012-01-26 00:00:00.000","","[Discoverer=Kroes, Newton, Puckett; DiscoveryRef=CBET 3005; PositionRef=CBET 3005; Orig Type=Ia-p]","","",""
"6126","SN 2012O","13:00:39.989","+27:55:24.38","SN Ia","","NGC 4906        ","","","","","","","","","0","1","","15.5","","2012-01-18 00:00:00.000","","[Discoverer=Zheng, Vinko et al. (ROTSE); DiscoveryRef=CBET 2992; PositionRef=CBET 2992; Orig Type=Ia]","","",""
"6125","SN 2012N","14:35:44.630","+24:43:41.48","SN Ia","","UGC 9396        ","","","","","","","","","0","1","","16.5","","2012-01-21 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2991; PositionRef=CBET 2991; Orig Type=Ia]","","",""
"6124","SN 2012M","14:56:59.849","+24:35:59.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2012-01-20 00:00:00.000","","[Discoverer=Dimai; DiscoveryRef=CBET 2990; PositionRef=CBET 2990; Orig Type=Ia]","","",""
"6123","SN 2012L","07:59:00.470","+27:09:57.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.7","","2012-01-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2989; PositionRef=CBET 2989; Orig Type=Ia]","","",""
"6107","SN 2012I","02:58:27.830","+06:11:25.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.3","","2012-01-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2985; PositionRef=CBET 2985; Orig Type=Ia]","","",""
"6080","SN 2012H","05:20:14.940","-25:18:56.30","SN Ia","","IC 411          ","","","","","","","","","0","1","","16.7","","2012-01-10 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2984; PositionRef=CBET 2984; Orig Type=Ia]","","",""
"6053","SN 2012G","12:39:35.100","+16:35:11.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.5","","2012-01-14 00:00:00.000","","[Discoverer=Zheng, Vinko et al. (ROTSE); DiscoveryRef=CBET 2983; PositionRef=CBET 2983; Orig Type=Ia]","","",""
"5999","SN 2012E","02:33:22.790","+09:35:05.60","SN Ia","","NGC 975         ","","","","","","","","","0","1","","16.5","","2012-01-14 00:00:00.000","","[Discoverer=Cox, Newton, Puckett; DiscoveryRef=CBET 2981; PositionRef=CBET 2981; Orig Type=Ia]","","",""
"5918","SN 2012B","03:51:34.519","+37:04:42.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2012-01-08 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2978; PositionRef=CBET 2978; Orig Type=Ia]","","",""
"85276","SN 2011km","08:09:12.866","+46:18:48.81","SN Ia","0.0459","SDSS J080912.92+461846.8","0.046309","","iPTF","None","iPTF","PTF11kx","P48 - CFH12k","Lick-3m - KAST","1","1","","19.91","R-Cousins","2011-01-16 08:47:32.640","Nugent","","2021TNSTR1888....1N","2021TNSCR1897....1N",""
"5874","SN 2011kk","05:07:37.901","+07:15:25.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2011-01-25 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3984; PositionRef=CBET 3984; Orig Type=Ia]","","",""
"5873","SN 2011kj","05:11:21.230","-25:53:05.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.7","","2011-01-23 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3983; PositionRef=CBET 3983; Orig Type=Ia]","","",""
"5867","SN 2011kd","12:14:55.421","-04:25:07.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2011-12-29 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3018; PositionRef=CBET 3018; Orig Type=Ia]","","",""
"5866","SN 2011kc","10:35:51.000","+41:09:59.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-12-28 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3017; PositionRef=CBET 3017; Orig Type=Ia]","","",""
"5864","SN 2011ka","05:14:28.260","-62:10:18.98","SN Ia","","ESO 119-46      ","","","","","","","","","0","1","","16.1","","2011-12-29 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2996; PositionRef=CBET 2996; Orig Type=Ia]","","",""
"5860","SN 2011jx","10:29:08.760","+46:04:57.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2011-12-29 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2972; PositionRef=CBET 2972; Orig Type=Ia]","","",""
"5859","SN 2011jw","10:47:41.700","+02:18:15.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2011-12-27 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2971; PositionRef=CBET 2971; Orig Type=Ia]","","",""
"5858","SN 2011jv","04:48:02.551","-04:08:22.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2011-12-27 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2971; PositionRef=CBET 2971; Orig Type=Ia]","","",""
"5857","SN 2011ju","08:10:43.550","+40:25:29.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-12-25 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2971; PositionRef=CBET 2971; Orig Type=Ia]","","",""
"5856","SN 2011jt","14:53:23.011","+02:57:43.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-12-31 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2970; PositionRef=CBET 2970; Orig Type=Ia]","","",""
"5854","SN 2011jr","07:06:39.919","+23:53:37.00","SN Ia","","UGC 3676        ","","","","","","","","","0","1","","17.2","","2011-12-25 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2968; PositionRef=CBET 2968; Orig Type=Ia]","","",""
"5853","SN 2011jq","05:16:41.549","+06:29:30.19","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","18.4","","2011-12-27 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 2966; PositionRef=CBET 2966; Orig Type=Ia-p]","","",""
"5850","SN 2011jn","12:57:14.789","-17:24:00.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-12-26 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2963; PositionRef=CBET 2963; Orig Type=Ia]","","",""
"5845","SN 2011ji","09:08:21.161","+16:33:37.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2011-11-28 00:00:00.000","","[Discoverer=Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2954; PositionRef=CBET 2954; Orig Type=Ia]","","",""
"5844","SN 2011jh","12:47:14.419","-10:03:47.30","SN Ia","","NGC 4682        ","","","","","","","","","0","1","","16.7","","2011-12-22 00:00:00.000","","[Discoverer=Hirose; DiscoveryRef=CBET 2953; PositionRef=CBET 2953; Orig Type=Ia]","","",""
"5840","SN 2011jd","00:22:54.269","+13:52:22.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2011-11-19 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2949; PositionRef=CBET 2949; Orig Type=Ia]","","",""
"5835","SN 2011iz","03:21:36.480","+22:33:46.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-11-30 00:00:00.000","","[Discoverer=Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2945; PositionRef=CBET 2945; Orig Type=Ia]","","",""
"5834","SN 2011iy","13:08:58.390","-15:31:04.12","SN Ia","","NGC 4984        ","","","","","","","","","0","1","","12.7","","2011-12-09 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2943; PositionRef=CBET 2943; Orig Type=Ia]","","",""
"5831","SN 2011iv","03:38:51.350","-35:35:31.99","SN Ia","","NGC 1404        ","","","","","","","","","0","1","","12.8","","2011-12-02 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2940; PositionRef=CBET 2940; Orig Type=Ia]","","",""
"5830","SN 2011iu","23:51:02.280","+46:43:21.68","SN Ia","","UGC 12809       ","","","","","","","","","0","1","","17.2","","2011-11-25 00:00:00.000","","[Discoverer=Cox, Newton, Puckett; DiscoveryRef=CBET 2939; PositionRef=CBET 2939; Orig Type=Ia]","","",""
"5828","SN 2011is","14:01:47.160","+09:29:48.80","SN Ia","","NGC 5409        ","","","","","","","","","0","1","","17","","2011-11-21 00:00:00.000","","[Discoverer=Migliardi; DiscoveryRef=CBET 2935; PositionRef=CBET 2935; Orig Type=Ia]","","",""
"5826","SN 2011iq","02:48:49.601","-08:04:30.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2011-10-29 00:00:00.000","","[Discoverer=Lipunov (MASTER); DiscoveryRef=CBET 2933; PositionRef=CBET 2933; Orig Type=Ia]","","",""
"5824","SN 2011io","23:02:47.599","+08:48:09.79","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.2","","2011-11-27 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 2931; PositionRef=CBET 2931; Orig Type=Ia]","","",""
"5822","SN 2011im","22:44:25.231","-00:10:01.70","SN Ia","","NGC 7364        ","","","","","","","","","0","1","","18.5","","2011-11-26 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2928; PositionRef=CBET 2928; Orig Type=Ia]","","",""
"5821","SN 2011il","07:35:08.621","+19:11:26.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-11-20 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 2927; PositionRef=CBET 2927; Orig Type=Ia]","","",""
"5820","SN 2011ik","02:25:04.090","+22:12:51.91","SN Ia","","UGC 1871        ","","","","","","","","","0","1","","17.9","","2011-11-24 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2925; PositionRef=CBET 2925; Orig Type=Ia]","","",""
"5819","SN 2011ij","06:58:07.680","+37:13:11.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","0","","2011-11-18 00:00:00.000","","[Discoverer=Elenin; DiscoveryRef=CBET 2924; PositionRef=CBET 2924; Orig Type=Ia]","","",""
"5816","SN 2011ig","01:05:54.650","-12:20:48.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2011-11-17 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2917; PositionRef=CBET 2917; Orig Type=Ia]","","",""
"5814","SN 2011ie","23:00:54.710","+18:50:32.32","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2011-11-17 00:00:00.000","","[Discoverer=Vales; DiscoveryRef=CBET 2915; PositionRef=CBET 2915; Orig Type=Ia]","","",""
"5813","SN 2011id","02:57:40.490","-51:02:28.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2011-11-01 00:00:00.000","","[Discoverer=McNaught, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2914; PositionRef=CBET 2914; Orig Type=Ia]","","",""
"5812","SN 2011ic","10:15:33.209","-20:34:05.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","16","","2011-11-18 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 2913; PositionRef=CBET 2913; Orig Type=Ia]","","",""
"5810","SN 2011ia","09:45:03.550","+64:15:36.61","SN Ia","","MCG +11-12-23   ","","","","","","","","","0","1","","16.2","","2011-11-18 00:00:00.000","","[Discoverer=Ciabattari et al.; DiscoveryRef=CBET 2910; PositionRef=CBET 2910; Orig Type=Ia]","","",""
"5808","SN 2011hz","08:52:34.241","+55:15:14.18","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2011-11-03 00:00:00.000","","[Discoverer=Denisenko; DiscoveryRef=CBET 2909; PositionRef=CBET 2909; Orig Type=Ia]","","",""
"5804","SN 2011hv","23:18:16.550","+00:15:43.09","SN Ia","","NGC 7589        ","","","","","","","","","0","1","","18.1","","2011-11-17 00:00:00.000","","[Discoverer=Ciabattari et al.; DiscoveryRef=CBET 2905; PositionRef=CBET 2905; Orig Type=Ia]","","",""
"5803","SN 2011hu","06:33:40.850","-34:16:26.69","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","17.4","","2011-11-06 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 2904; PositionRef=CBET 2904; Orig Type=Ia-p]","","",""
"5800","SN 2011hr","08:54:46.030","+39:32:16.12","SN Ia","","NGC 2691        ","","","","","","","","","0","1","","16.9","","2011-11-08 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2901; PositionRef=CBET 2901; Orig Type=Ia]","","",""
"5799","SN 2011hq","05:00:56.129","-13:24:57.89","SN Ia","","MCG -02-13-37   ","","","","","","","","","0","1","","18.3","","2011-11-01 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2900; PositionRef=CBET 2900; Orig Type=Ia   ]","","",""
"5797","SN 2011ho","11:44:12.950","+33:30:58.10","SN Ia","","NGC 3847        ","","","","","","","","","0","1","","18.7","","2011-10-28 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2898; PositionRef=CBET 2898; Orig Type=Ia   ]","","",""
"5794","SN 2011hl","00:01:55.690","+06:52:35.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2011-09-26 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2895; PositionRef=CBET 2895; Orig Type=Ia   ]","","",""
"5793","SN 2011hk","02:18:45.790","-06:38:30.08","SN Ia","","IC 881          ","","","","","","","","","0","1","","16.2","","2011-10-31 00:00:00.000","","[Discoverer=Hirose; Itagaki; DiscoveryRef=CBET 2892; PositionRef=CBET 2892; Orig Type=Ia   ]","","",""
"5790","SN 2011hh","02:57:04.610","+49:47:43.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.9","","2011-10-26 00:00:00.000","","[Discoverer=Lipunov (MASTER); DiscoveryRef=CBET 2888; PositionRef=CBET 2888; Orig Type=Ia   ]","","",""
"5788","SN 2011hf","22:16:51.139","-03:15:55.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2011-10-17 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2886; PositionRef=CBET 2886; Orig Type=Ia   ]","","",""
"5787","SN 2011he","22:36:46.721","+20:21:31.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2011-10-20 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2885; PositionRef=CBET 2885; Orig Type=Ia   ]","","",""
"5786","SN 2011hd","09:58:48.300","+34:47:03.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.9","","2011-10-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2884; PositionRef=CBET 2884; Orig Type=Ia   ]","","",""
"5785","SN 2011hc","20:12:10.070","-11:21:57.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.5","","2011-10-23 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2882; PositionRef=CBET 2882; Orig Type=Ia   ]","","",""
"5784","SN 2011hb","23:27:55.510","+08:46:45.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2011-10-24 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2881; PositionRef=CBET 2881; Orig Type=Ia   ]","","",""
"5783","SN 2011ha","03:57:40.870","+10:09:55.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2011-09-30 00:00:00.000","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 2873; PositionRef=CBET 2873; Orig Type=Ia   ]","","",""
"5781","SN 2011gz","00:37:46.270","-33:39:51.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.9","","2011-10-03 00:00:00.000","","[Discoverer=Maza, Pignata et al. (CHASE); DiscoveryRef=CBET 2872; PositionRef=CBET 2872; Orig Type=Ia   ]","","",""
"5780","SN 2011gy","03:29:35.299","+40:52:03.40","SN Ia","","UGC 2756        ","","","","","","","","","0","1","","15.8","","2011-10-22 00:00:00.000","","[Discoverer=Jin, Gao; DiscoveryRef=CBET 2871; PositionRef=CBET 2871; Orig Type=Ia   ]","","",""
"5776","SN 2011gu","23:06:02.801","+34:06:36.68","SN Ia","","NGC 7485        ","","","","","","","","","0","1","","18","","2011-10-14 00:00:00.000","","[Discoverer=Martinelli, Mancini, Briganti; DiscoveryRef=CBET 2866; PositionRef=CBET 2866; Orig Type=Ia   ]","","",""
"5775","SN 2011gt","19:56:48.259","-37:19:37.49","SN Ia","","IC 4913         ","","","","","","","","","0","1","","16","","2011-09-26 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2864; PositionRef=CBET 2864; Orig Type=Ia   ]","","",""
"5774","SN 2011gs","04:21:09.989","+13:28:04.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2011-09-23 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2859; PositionRef=CBET 2859; Orig Type=Ia   ]","","",""
"5773","SN 2011gr","00:20:45.979","+06:56:05.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2011-09-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2858; PositionRef=CBET 2858; Orig Type=Ia   ]","","",""
"5772","SN 2011gq","21:42:28.440","-16:06:30.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2011-09-26 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2856; PositionRef=CBET 2856; Orig Type=Ia   ]","","",""
"5769","SN 2011gn","07:06:28.289","+77:52:31.80","SN Ia","","MCG +13-5-36    ","","","","","","","","","0","1","","18","","2011-09-30 00:00:00.000","","[Discoverer=Boles; DiscoveryRef=CBET 2848; PositionRef=CBET 2848; Orig Type=Ia   ]","","",""
"5768","SN 2011gm","01:38:54.590","-42:35:08.81","SN Ia","","NGC 644         ","","","","","","","","","0","1","","15.8","","2011-09-21 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2847; PositionRef=CBET 2847; Orig Type=Ia   ]","","",""
"5767","SN 2011gl","05:01:43.070","-15:23:24.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2011-09-23 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2846; PositionRef=CBET 2846; Orig Type=Ia   ]","","",""
"5766","SN 2011gk","02:02:19.020","+19:39:39.60","SN Ia","","UGC 1523        ","","","","","","","","","0","1","","18","","2011-09-06 00:00:00.000","","[Discoverer=Moore, Sehgal, Puckett; DiscoveryRef=CBET 2845; PositionRef=CBET 2845; Orig Type=Ia   ]","","",""
"5765","SN 2011gj","01:19:24.151","+12:26:17.09","SN Ia","","UGC 849         ","","","","","","","","","0","1","","17.5","","2011-09-07 00:00:00.000","","[Discoverer=Peoples, Sehgal, Puckett; DiscoveryRef=CBET 2843; PositionRef=CBET 2843; Orig Type=Ia   ]","","",""
"5764","SN 2011gi","00:32:43.001","+26:06:51.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.2","","2011-09-21 00:00:00.000","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2842; PositionRef=CBET 2842; Orig Type=Ia   ]","","",""
"5762","SN 2011gg","00:46:21.079","-09:09:27.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-09-20 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2839; PositionRef=CBET 2839; Orig Type=Ia   ]","","",""
"5761","SN 2011gf","21:12:24.269","-07:48:52.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2011-09-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2838; PositionRef=CBET 2838; Orig Type=Ia   ]","","",""
"5757","SN 2011gb","01:33:42.941","+34:48:37.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.1","","2011-09-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2834; PositionRef=CBET 2834; Orig Type=Ia   ]","","",""
"5756","SN 2011ga","22:40:27.420","+03:11:57.98","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2011-09-18 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2833; PositionRef=CBET 2833; Orig Type=Ia   ]","","",""
"5751","SN 2011fw","03:20:54.240","+37:52:05.30","SN Ia","","MCG +06-8-15    ","","","","","","","","","0","1","","17.2","","2011-09-23 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 2829; PositionRef=CBET 2829; Orig Type=Ia   ]","","",""
"5747","SN 2011fs","22:17:19.519","+35:34:50.02","SN Ia","0.022","UGC 11975       ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.8","","2011-09-15 00:00:00.000","","[Discoverer=Jin, Gao; DiscoveryRef=CBET 2825; PositionRef=CBET 2825; Orig Type=Ia   ]","","2018TNSCR.788....1B",""
"5744","SN 2011fp","00:15:25.610","+17:19:11.89","SN Ia","","NGC 57          ","","","","","","","","","0","1","","17.9","","2011-08-29 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2820; PositionRef=CBET 2820; Orig Type=Ia   ]","","",""
"5741","SN 2011fm","19:06:50.170","-61:41:57.70","SN Ia","","IC 4815         ","","","","","","","","","0","1","","16.4","","2011-08-22 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2807; PositionRef=CBET 2807; Orig Type=Ia   ]","","",""
"5739","SN 2011fk","00:54:42.060","+36:45:51.41","SN Ia","0.02","UGC 549         ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.6","","2011-08-29 00:00:00.000","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 2805; PositionRef=CBET 2805; Orig Type=Ia   ]","","2018TNSCR.788....1B",""
"5735","SN 2011fg","23:23:20.590","+16:47:41.32","SN Ia-pec","","Anon.           ","","","","","","","","","0","1","","16.6","","2011-08-20 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2794; PositionRef=CBET 2794; Orig Type=Ia-p ]","","",""
"5734","SN 2011ff","22:45:02.280","+34:00:15.01","SN Ia","0.023","UGC 12179       ","","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","16.8","","2011-08-22 00:00:00.000","","[Discoverer=Leonini, Guerrini; DiscoveryRef=CBET 2793; PositionRef=CBET 2793; Orig Type=Ia   ]","","2018TNSCR.788....1B",""
"5733","SN 2011fe","14:03:05.810","+54:16:25.39","SN Ia","","                ","","","","","","","","","0","1","","17.2","","2011-08-24 00:00:00.000","","[Discoverer=Nugent et al. (Palomar Transient Factory); DiscoveryRef=CBET 2792; PositionRef=CBET 2792; Orig Type=Ia   ]","","",""
"5731","SN 2011fc","23:01:36.379","+32:20:06.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.9","","2011-07-11 00:00:00.000","","[Discoverer=Mikuz; DiscoveryRef=CBET 2788; PositionRef=CBET 2788; Orig Type=Ia   ]","","",""
"5727","SN 2011ez","12:42:42.430","+00:33:54.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.9","","2011-06-24 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=Ia   ]","","",""
"5725","SN 2011ex","15:48:51.749","+62:57:48.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.6","","2011-06-13 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=Ia   ]","","",""
"5721","SN 2011et","15:30:01.399","+24:52:29.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2011-06-02 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=Ia   ]","","",""
"5719","SN 2011er","15:49:50.650","+14:49:30.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.9","","2011-05-25 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=Ia   ]","","",""
"5718","SN 2011eq","21:17:59.270","-02:37:22.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","19","","2011-04-29 00:00:00.000","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=Ia   ]","","",""
"5714","SN 2011em","13:27:13.190","+55:29:17.41","SN Ia","","NGC 5164        ","","","","","","","","","0","1","","16.8","","2011-08-04 00:00:00.000","","[Discoverer=Tsuboi; DiscoveryRef=CBET 2785; PositionRef=CBET 2785; Orig Type=Ia   ]","","",""
